date,mxn_usd_spot,mxn_fwd_1m,min_max_spread,bid_ask_spread,mxn_interbank_1m,mxn_sov_10y,usa_libor_1m,usa_sov_10y,vix,oil_prices,eur_usd_spot
10/30/2002,10.1905,585,0.1049,0.015,8.57,#N/A N/A,1.74,3.961,31.23,26.81,0.9839
10/31/2002,10.2025,560,0.0794,0.006,8.495,#N/A N/A,1.71625,3.8925,31.14,27.22,0.9903
11/1/2002,10.1928,572,0.0952,0.015,8.47,#N/A N/A,1.69,4.0045,29.3,27.13,0.9966
11/4/2002,10.185,555,0.047,0.01,8.46,#N/A N/A,1.6525,4.0427,30.82,26.95,0.9981
11/5/2002,10.195,595,0.0714,0.01,8.43,#N/A N/A,1.63875,4.0696,31.23,26.14,0.9999
11/6/2002,10.1885,572.5,0.0698,0.02,8.35,#N/A N/A,1.62625,4.033,30.73,25.77,1.0039
11/7/2002,10.264,615,0.1008,0.015,8.415,#N/A N/A,1.38,3.8916,31.42,25.38,1.0097
11/8/2002,10.316,590.5,0.1397,0.01,8.6,#N/A N/A,1.37875,3.8558,29.41,25.78,1.0132
11/11/2002,10.3425,630,0.0684,0.02,8.85,#N/A N/A,1.38,3.8388,31.3,25.94,1.0108
11/12/2002,10.2995,657,0.081,0.007,8.85,#N/A N/A,1.38,3.8482,30.58,25.9,1.013
11/13/2002,10.2505,622.5,0.0965,0.01,8.72,#N/A N/A,1.38125,3.8388,31.24,25.19,1.0084
11/14/2002,10.23,585,0.0753,0.01,8.36,#N/A N/A,1.38125,4.0556,28.67,25.29,1.0041
11/15/2002,10.2325,584.5,0.059,0.005,8.32,#N/A N/A,1.39,4.0287,26.65,25.51,1.0098
11/18/2002,10.16,575,0.08,0,8.31,#N/A N/A,1.38813,3.9961,27.66,26.71,1.0091
11/19/2002,10.172,565,0.0525,0,8.21,#N/A N/A,1.38688,3.977,27.41,26.42,1.0024
11/20/2002,10.11,550,0.0675,0.005,8.21,#N/A N/A,1.38125,4.0575,25.32,26.98,1.0013
11/21/2002,10.1225,550,0.0578,0.011,7.95,#N/A N/A,1.38,4.1522,23.81,26.35,1.0026
11/22/2002,10.1165,547.5,0.061,0.005,7.95,#N/A N/A,1.38,4.1776,23.16,26.76,0.9968
11/25/2002,10.1105,554.5,0.0582,0,7.99,#N/A N/A,1.38,4.1737,24.07,26.11,0.9922
11/26/2002,10.1765,585,0.091,0.013,8.04,#N/A N/A,1.38,4.0652,25.97,26.4,0.9937
11/27/2002,10.1325,552.5,0.056,0.004,7.965,#N/A N/A,1.38,4.258,27.25,26.89,0.9903
11/28/2002,10.1355,547,0.07,0.009,7.89,#N/A N/A,1.43875,4.2503,27.25,26.89,0.9937
11/29/2002,10.1465,552.5,0.0392,0.015,7.85,#N/A N/A,1.43875,4.2052,27.5,26.89,0.9943
12/2/2002,10.1195,583,0.0557,0.015,7.85,#N/A N/A,1.44,4.2287,27.46,27.24,0.9968
12/3/2002,10.1835,570,0.0705,0.01,7.88,#N/A N/A,1.44,4.2013,28.33,27.3,0.9972
12/4/2002,10.285,590,0.1245,0.015,7.975,#N/A N/A,1.44,4.1506,28.92,26.71,1.0009
12/5/2002,10.281,594,0.079,0.009,8.05,#N/A N/A,1.43375,4.137,30.1,27.29,1.0006
12/6/2002,10.2075,607.5,0.1305,0.005,8.29,#N/A N/A,1.43125,4.0827,28.88,26.93,1.0091
12/9/2002,10.209,639.5,0.062,0.018,8.35,#N/A N/A,1.4225,4.0344,30.78,27.2,1.0109
12/10/2002,10.1795,585,0.0465,0.015,8.54,#N/A N/A,1.42125,4.0459,28.76,27.74,1.0082
12/11/2002,10.1665,577.5,0.057,0.007,8.45,#N/A N/A,1.42,4.0228,27.76,27.4,1.0087
12/12/2002,10.22,595,0.046,0.006,8.45,#N/A N/A,1.42,4.0228,27.29,28.01,1.0186
12/13/2002,10.1664,590,0.1052,0.0047,8.31,#N/A N/A,1.42,4.0672,28.18,28.44,1.0241
12/16/2002,10.1995,655.5,0.0806,0.006,8.25,#N/A N/A,1.42,4.1587,26.24,30.1,1.0223
12/17/2002,10.2575,635.5,0.0725,0.01,8.3,#N/A N/A,1.42,4.1236,26.66,30.1,1.0276
12/18/2002,10.162,612.5,0.1375,0.019,8.31,#N/A N/A,1.42,4.0343,28.29,30.44,1.0279
12/19/2002,10.183,596,0.0665,0.005,8.3,#N/A N/A,1.41875,3.9382,30.21,30.56,1.0271
12/20/2002,10.1921,595,0.0555,0.01,8.3,#N/A N/A,1.41938,3.9573,26.71,30.3,1.0276
12/23/2002,10.194,614.5,0.0448,0.012,8.3,#N/A N/A,1.42,3.9707,26.2,31.75,1.0267
12/24/2002,10.23,605.5,0.0622,0.005,8.4,#N/A N/A,1.42,3.9342,26.49,31.97,1.0302
12/25/2002,10.23,595,0.005,0.005,8.4,#N/A N/A,1.42,3.9323,26.49,31.97,1.0323
12/26/2002,10.269,610,0.0865,0.005,8.42,#N/A N/A,1.42,3.9016,27.37,32.49,1.0375
12/27/2002,10.3055,615,0.0968,0.007,8.45,#N/A N/A,1.4175,3.8083,29.55,32.72,1.044
12/30/2002,10.453,645,0.2455,0.01,8.535,#N/A N/A,1.38,3.7949,29.62,31.37,1.0479
12/31/2002,10.37,640,0.1233,0,8.75,#N/A N/A,1.38,3.816,28.62,31.2,1.0492
1/1/2003,10.37,640,0,0,8.75,#N/A N/A,1.38,3.8175,28.62,31.2,1.0492
1/2/2003,10.376,626.5,0.0918,0.004,8.75,#N/A N/A,1.38,4.0305,25.39,31.85,1.0362
1/3/2003,10.3985,637.5,0.043,0.005,8.8,#N/A N/A,1.38,4.0169,24.68,33.08,1.0428
1/6/2003,10.403,684.5,0.0422,0.01,8.73,#N/A N/A,1.38,4.0518,24.91,32.1,1.0456
1/7/2003,10.3565,654,0.1025,0.0075,8.66,#N/A N/A,1.37875,4.0053,25.13,31.08,1.0408
1/8/2003,10.4465,675,0.1506,0.01,8.725,#N/A N/A,1.37875,4.0169,25.53,30.56,1.0499
1/9/2003,10.433,660,0.068,0.0015,8.78,#N/A N/A,1.375,4.179,24.25,31.99,1.0484
1/10/2003,10.5506,612.5,0.1551,0.0051,8.93,#N/A N/A,1.3725,4.132,24.32,31.68,1.0576
1/13/2003,10.515,730,0.074,0.008,9.14,#N/A N/A,1.37,4.1202,24.9,32.26,1.054
1/14/2003,10.462,705.5,0.115,0.01,8.99,#N/A N/A,1.36875,4.0772,24.57,32.37,1.0552
1/15/2003,10.499,681,0.089,0,8.86,#N/A N/A,1.36625,4.0597,25.51,33.21,1.0559
1/16/2003,10.5315,684.5,0.0525,0.005,8.87,#N/A N/A,1.36125,4.0773,25.01,33.66,1.0619
1/17/2003,10.6105,732.5,0.1015,0.037,9,#N/A N/A,1.36,4.0091,25.7,33.91,1.0678
1/20/2003,10.6375,747,0.0495,0.01,9,#N/A N/A,1.36,4.015,25.7,33.91,1.0683
1/21/2003,10.837,745,0.2405,0.01,9.24,#N/A N/A,1.36,3.9703,27.59,34.61,1.0721
1/22/2003,10.8045,745,0.201,0.01,9.7,#N/A N/A,1.36,3.9144,29.01,32.85,1.0732
1/23/2003,10.7325,736.5,0.1135,0.01,9.62,#N/A N/A,1.3525,3.9355,27.53,32.25,1.0745
1/24/2003,10.8568,735,0.155,0.0045,9.56,#N/A N/A,1.34875,3.9278,31.51,33.28,1.0826
1/27/2003,10.9025,720,0.106,0.01,9.65,#N/A N/A,1.34125,3.9625,34.69,32.29,1.0853
1/28/2003,10.9413,692.5,0.1068,0.008,9.765,#N/A N/A,1.34,3.9683,31.93,32.67,1.0818
1/29/2003,10.94,681,0.1128,0.01,9.895,#N/A N/A,1.34,4.0208,31.26,33.63,1.0838
1/30/2003,10.9428,677.5,0.1355,0.0075,9.74,#N/A N/A,1.34,3.9606,31.32,33.85,1.0823
1/31/2003,10.9063,663.5,0.0818,0.0065,9.7,#N/A N/A,1.34,3.9625,31.17,33.51,1.0768
2/3/2003,10.904,666.5,0.0925,0.02,9.675,#N/A N/A,1.34,3.9916,31.02,32.76,1.0795
2/4/2003,10.955,680,0.0798,0.013,9.83,#N/A N/A,1.34,3.9199,32.76,33.58,1.0884
2/5/2003,10.852,665,0.1963,0.01,9.83,#N/A N/A,1.34,3.9955,33.04,33.93,1.0785
2/6/2003,10.9045,665,0.076,0.01,9.745,#N/A N/A,1.34,3.945,33.35,34.16,1.0832
2/7/2003,11.016,675,0.1752,0.02,9.9325,#N/A N/A,1.34,3.9294,34.01,35.12,1.0821
2/10/2003,10.9605,688,0.078,0.01,10.15,#N/A N/A,1.34,3.9643,33.99,34.48,1.0718
2/11/2003,10.9715,687.5,0.113,0.01,9.9875,#N/A N/A,1.34,3.9566,33.68,35.44,1.0734
2/12/2003,10.952,690,0.0497,0.009,10.09,#N/A N/A,1.34,3.9081,34.33,35.77,1.0713
2/13/2003,10.936,697,0.0577,0.02,10.19,#N/A N/A,1.34,3.8769,33.7,36.36,1.0832
2/14/2003,10.8185,676.5,0.131,0.015,10,#N/A N/A,1.33875,3.961,32.62,36.8,1.0792
2/17/2003,10.7795,659.5,0.0653,0.01,9.75,#N/A N/A,1.34,3.9628,32.62,36.8,1.072
2/18/2003,10.811,653.5,0.076,0.011,9.685,#N/A N/A,1.34,3.9494,31.11,36.96,1.0688
2/19/2003,10.8238,727.5,0.084,0.01,9.7,#N/A N/A,1.34,3.8825,31.31,37.16,1.0747
2/20/2003,10.9585,657.5,0.172,0.01,9.67,#N/A N/A,1.3375,3.8673,31.16,36.79,1.082
2/21/2003,10.9373,667.5,0.0773,0.0175,9.7675,#N/A N/A,1.33625,3.8882,30.25,35.58,1.0772
2/24/2003,10.99,690,0.0804,0,9.875,#N/A N/A,1.33625,3.8445,31.98,36.48,1.08
2/25/2003,11.05,699.5,0.1111,0,10.1,#N/A N/A,1.3375,3.8198,31.74,36.06,1.0759
2/26/2003,11.035,778,0.0305,0.01,10.2,#N/A N/A,1.3375,3.765,31.94,37.7,1.0791
2/27/2003,11.031,780,0.0567,0.005,10.15,#N/A N/A,1.3375,3.7367,30.53,37.2,1.0745
2/28/2003,11.016,782.5,0.0415,0.0039,10.12,#N/A N/A,1.3375,3.6897,29.63,36.6,1.0806
3/3/2003,11.1057,842.5,0.1298,0.01,10.075,#N/A N/A,1.3375,3.6728,30.43,35.88,1.0891
3/4/2003,11.1225,855,0.0584,0.01,10.2,#N/A N/A,1.33188,3.6465,31.83,36.89,1.0925
3/5/2003,11.23,880,0.0615,0,10.625,#N/A N/A,1.32875,3.6278,30.38,36.69,1.0971
3/6/2003,11.1755,879.5,0.1519,0.0109,10.75,#N/A N/A,1.325,3.6558,31.37,37,1.0969
3/7/2003,11.102,875,0.2107,0.004,10.5,#N/A N/A,1.32063,3.6406,31.08,37.78,1.1008
3/10/2003,11.052,855,0.1333,0.01,10.55,#N/A N/A,1.29125,3.5606,33.31,37.27,1.1054
3/11/2003,10.9175,812.5,0.1859,0.01,10.54,#N/A N/A,1.27,3.5809,33.61,36.72,1.1045
3/12/2003,10.8235,750,0.1377,0.01,10.45,#N/A N/A,1.27,3.5808,33.51,37.83,1.0991
3/13/2003,10.858,835,0.147,0,10.02,#N/A N/A,1.28,3.7456,31.76,36.01,1.0784
3/14/2003,10.9105,810,0.118,0.005,9.89,#N/A N/A,1.3,3.7002,30.98,35.38,1.0747
3/17/2003,10.78,775,0.2033,0.01,9.85,#N/A N/A,1.28125,3.8384,31.75,34.93,1.063
3/18/2003,10.8995,750,0.169,0.01,9.745,#N/A N/A,1.28375,3.9053,30.43,31.67,1.0636
3/19/2003,10.8435,719,0.1068,0.01,9.775,#N/A N/A,1.3,3.9843,31.54,29.88,1.0568
3/20/2003,10.8195,705,0.1345,0.005,9.65,#N/A N/A,1.30125,3.9534,30.44,28.61,1.0615
3/21/2003,10.7119,678,0.137,0.0038,9.65,#N/A N/A,1.305,4.1031,28.67,26.91,1.0524
3/24/2003,10.769,727.5,0.09,0.004,9.475,#N/A N/A,1.30688,3.9651,30.39,28.66,1.0646
3/25/2003,10.707,695,0.0925,0.01,9.32,#N/A N/A,1.30875,3.9419,28.75,27.97,1.0656
3/26/2003,10.725,725,0.0975,0.01,9.215,#N/A N/A,1.31,3.9284,28.23,28.63,1.0695
3/27/2003,10.7305,615,0.069,0,9.145,#N/A N/A,1.31,3.9226,27.96,30.37,1.0685
3/28/2003,10.727,635,0.132,0.005,9.325,#N/A N/A,1.3075,3.8976,27.75,30.16,1.0778
3/31/2003,10.77,630,0.124,0,9.49,#N/A N/A,1.3,3.796,29.15,31.04,1.0915
4/1/2003,10.7324,675,0.097,0.01,9.45,#N/A N/A,1.3,3.8095,28.36,29.78,1.0924
4/2/2003,10.6455,645,0.093,0.01,9.375,#N/A N/A,1.3,3.9285,28.02,28.56,1.0769
4/3/2003,10.689,640,0.0817,0.0125,9.38,#N/A N/A,1.3,3.9092,28.21,28.97,1.0764
4/4/2003,10.727,634.5,0.083,0.004,9.28,#N/A N/A,1.3,3.9517,29.13,28.62,1.0735
4/7/2003,10.7115,617.5,0.08,0,9.13,#N/A N/A,1.31,3.9769,28.45,27.96,1.0695
4/8/2003,10.797,650,0.1085,0.01,9.03,#N/A N/A,1.31,3.9324,27.13,28,1.0711
4/9/2003,10.7695,635.5,0.1022,0.01,9.01,#N/A N/A,1.30813,3.8957,27.11,28.85,1.0774
4/10/2003,10.72,705,0.1141,0.01,8.99,#N/A N/A,1.30375,3.9421,25.6,27.46,1.0782
4/11/2003,10.623,630,0.1005,0.002,8.81,#N/A N/A,1.31,3.9712,24.44,28.14,1.0752
4/14/2003,10.6575,605,0.071,0.01,8.615,#N/A N/A,1.31125,4.014,23.41,28.63,1.0774
4/15/2003,10.6155,610,0.0672,0.01,8.55,#N/A N/A,1.32,3.9848,22.56,29.29,1.0799
4/16/2003,10.62,597.5,0.0474,0,8.38,#N/A N/A,1.32938,3.9382,22.52,29.18,1.0908
4/17/2003,10.5325,579,0.115,0.013,8.38,#N/A N/A,1.32,3.9558,21.5,30.55,1.088
4/18/2003,10.5287,579,0.0138,0.0136,8.38,#N/A N/A,1.32,3.9558,21.5,30.55,1.0877
4/21/2003,10.531,590,0.0445,0.01,8.27,#N/A N/A,1.32,3.9811,21.95,30.87,1.0871
4/22/2003,10.564,654.5,0.0647,0.01,8.18,#N/A N/A,1.32,3.9636,20.7,29.91,1.0974
4/23/2003,10.4608,615,0.1132,0.004,8.095,#N/A N/A,1.32,3.9753,20.8,26.65,1.0965
4/24/2003,10.422,557.5,0.1615,0.0085,7.75,#N/A N/A,1.32,3.9189,20.33,26.64,1.1035
4/25/2003,10.4118,545,0.0628,0.0045,7.44,#N/A N/A,1.31781,3.888,20.8,26.26,1.104
4/28/2003,10.369,505,0.0903,0.005,7.335,#N/A N/A,1.315,3.9015,20.84,25.49,1.0986
4/29/2003,10.2925,490,0.0895,0.005,7.075,#N/A N/A,1.32,3.9267,20.76,25.24,1.1083
4/30/2003,10.29,440,0.079,0,6.7,#N/A N/A,1.32,3.8359,21.21,25.8,1.1184
5/1/2003,10.245,440,0.0675,0,6.7,#N/A N/A,1.31438,3.8397,21.59,26.03,1.1233
5/2/2003,10.2175,407.5,0.0905,0.005,6.5,#N/A N/A,1.31,3.919,20.63,25.67,1.1233
5/5/2003,10.191,417.5,0.0745,0,6.36,#N/A N/A,1.31,3.8841,21.13,26.49,1.1292
5/6/2003,10.27,423.5,0.0955,0.0115,6.4,#N/A N/A,1.31,3.7839,20.8,25.72,1.1438
5/7/2003,10.2073,405,0.0771,0.001,6.55,#N/A N/A,1.31,3.675,21,26.23,1.1356
5/8/2003,10.137,390,0.1355,0,6.345,#N/A N/A,1.31,3.6807,21.24,26.98,1.1488
5/9/2003,10.1475,355,0.0718,0.0075,5.94,#N/A N/A,1.31,3.6796,19.69,27.72,1.1487
5/12/2003,10.1945,335,0.0855,0.007,5.7,#N/A N/A,1.31,3.6419,19.52,27.35,1.1563
5/13/2003,10.116,295,0.1144,0,5.65,#N/A N/A,1.31,3.6025,19.91,28.5,1.1532
5/14/2003,10.2705,320,0.163,0.004,5.515,#N/A N/A,1.31,3.5204,20,29.17,1.1482
5/15/2003,10.437,355,0.2035,0.01,5.515,#N/A N/A,1.3175,3.5297,19.24,28.74,1.1386
5/16/2003,10.3,470,0.1505,0.006,6.15,#N/A N/A,1.31813,3.4185,18.4,29.14,1.1592
5/19/2003,10.352,480,0.103,0.0095,6.29,#N/A N/A,1.3175,3.485,20.51,28.83,1.1657
5/20/2003,10.2494,412.5,0.1095,0.0018,6.02,#N/A N/A,1.31813,3.3542,21.29,29.28,1.1714
5/21/2003,10.2202,390,0.096,0.005,5.8,#N/A N/A,1.31625,3.3963,21.21,29.03,1.1633
5/22/2003,10.2528,365.5,0.1045,0.0056,5.575,#N/A N/A,1.32,3.3138,19.78,28.85,1.1693
5/23/2003,10.2423,356.5,0.0843,0.005,5.325,#N/A N/A,1.31875,3.3354,19.17,29.16,1.1837
5/26/2003,10.2423,344,0.029,0.0005,5.35,#N/A N/A,1.31875,3.3317,19.17,29.16,1.1876
5/27/2003,10.4225,370,0.1853,0.005,5.475,#N/A N/A,1.32,3.4106,19.99,29.35,1.182
5/28/2003,10.372,382,0.0986,0.0055,5.675,#N/A N/A,1.32,3.4235,20.03,28.58,1.1758
5/29/2003,10.3095,345,0.1083,0.005,5.425,#N/A N/A,1.32,3.3352,20.43,29.1,1.1909
5/30/2003,10.3145,337.5,0.052,0.001,5.37,#N/A N/A,1.32,3.3699,19.47,29.56,1.1784
6/2/2003,10.247,355,0.0988,0,5.235,#N/A N/A,1.32,3.4085,20.85,30.71,1.1767
6/3/2003,10.289,352.5,0.069,0.002,5.225,#N/A N/A,1.31875,3.3293,20.84,30.67,1.173
6/4/2003,10.5725,380,0.3035,0.005,5.625,#N/A N/A,1.31,3.2927,20.62,30.05,1.1643
6/5/2003,10.5433,375.5,0.1922,0.0125,5.85,#N/A N/A,1.29,3.342,20.83,30.74,1.1844
6/6/2003,10.7275,435,0.29,0.015,5.85,#N/A N/A,1.27375,3.351,21.25,31.28,1.1699
6/9/2003,10.656,452.5,0.1919,0.0035,6.125,#N/A N/A,1.2625,3.2758,22.15,31.45,1.1716
6/10/2003,10.659,467.5,0.1325,0.006,6.365,#N/A N/A,1.24625,3.1903,20.64,31.73,1.1674
6/11/2003,10.573,437.5,0.106,0,6.25,#N/A N/A,1.22,3.2101,20.21,32.36,1.175
6/12/2003,10.6595,435,0.2025,0.006,6.05,#N/A N/A,1.18,3.163,20.41,31.51,1.1766
6/13/2003,10.535,420,0.1793,0.005,6.2,#N/A N/A,1.14,3.1121,20.66,30.65,1.1869
6/16/2003,10.4825,425,0.1125,0.005,6.015,#N/A N/A,1.1075,3.1716,20.22,31.18,1.1825
6/17/2003,10.496,455,0.0731,0.011,5.9,#N/A N/A,1.0925,3.2605,20.01,31.07,1.1783
6/18/2003,10.6005,446,0.1571,0.005,6.175,#N/A N/A,1.10375,3.3614,19.76,30.36,1.1691
6/19/2003,10.49,420,0.189,0.01,6,#N/A N/A,1.0575,3.3374,19.8,29.96,1.1719
6/20/2003,10.4975,450,0.075,0.005,5.73,#N/A N/A,1.04375,3.3648,19.14,30.82,1.1608
6/23/2003,10.47,420,0.0885,0.005,5.625,#N/A N/A,1.035,3.3113,20.58,29.17,1.156
6/24/2003,10.4985,415,0.1027,0.005,5.55,#N/A N/A,1.0275,3.2489,20.75,28.78,1.1513
6/25/2003,10.4788,403,0.0518,0.015,5.525,#N/A N/A,1.02,3.4035,20.81,29.95,1.1529
6/26/2003,10.4608,371,0.0874,0.0035,5.4,#N/A N/A,1.11375,3.5416,19.4,29.01,1.1428
6/27/2003,10.3785,360,0.087,0.057,5.5,#N/A N/A,1.12,3.5415,19.16,29.27,1.1434
6/30/2003,10.457,380,0.1173,0.005,5.35,#N/A N/A,1.12,3.5133,19.52,30.19,1.1511
7/1/2003,10.4395,335,0.057,0.003,5.23,#N/A N/A,1.12,3.5471,19.46,30.4,1.1563
7/2/2003,10.516,325.5,0.1017,0.0252,5.25,#N/A N/A,1.12,3.5358,19.03,30.15,1.1539
7/3/2003,10.4015,306.5,0.1427,0.0517,5.25,#N/A N/A,1.1175,3.6607,19.39,30.42,1.1502
7/4/2003,10.4088,306.5,0.061,0.0552,5.2275,#N/A N/A,1.11625,3.6474,19.39,30.42,1.149
7/7/2003,10.5595,325,0.2253,0.005,5.295,#N/A N/A,1.11063,3.7315,20.06,30.13,1.1316
7/8/2003,10.5025,345,0.1137,0.005,5.45,#N/A N/A,1.11,3.7143,19.48,30.22,1.1319
7/9/2003,10.503,340,0.0565,0.004,5.73,#N/A N/A,1.11,3.6798,18.93,30.88,1.1351
7/10/2003,10.4365,347.5,0.083,0.005,5.565,#N/A N/A,1.11,3.655,19.19,31.06,1.1379
7/11/2003,10.3953,360,0.0652,0.0075,5.58,#N/A N/A,1.10688,3.6265,18.47,31.28,1.1291
7/14/2003,10.4,375,0.0725,0.0147,5.575,#N/A N/A,1.10313,3.724,19.59,31.27,1.1283
7/15/2003,10.4573,372.5,0.1007,0.0065,5.6,#N/A N/A,1.10125,3.9807,19.55,31.62,1.1179
7/16/2003,10.369,370,0.1305,0.013,5.585,#N/A N/A,1.10125,3.918,19.76,31.05,1.122
7/17/2003,10.381,347.5,0.0703,0.0085,5.35,#N/A N/A,1.1,3.92,20.22,31.41,1.1213
7/18/2003,10.3722,345,0.0681,0.0164,5.2,#N/A N/A,1.1,3.9989,19.11,31.96,1.1269
7/21/2003,10.4348,360,0.1037,0.0115,5.23,#N/A N/A,1.1,4.2105,19.78,31.78,1.1354
7/22/2003,10.4413,372.5,0.0617,0.0085,5.15,#N/A N/A,1.1,4.1223,19.17,30.19,1.1326
7/23/2003,10.5603,350,0.1618,0.0071,5.175,#N/A N/A,1.1,4.1084,18.64,29.67,1.1486
7/24/2003,10.5387,355,0.0664,0.007,5.11,#N/A N/A,1.1,4.1646,18.6,30.22,1.1477
7/25/2003,10.4835,347.5,0.0906,0.0692,5.02,#N/A N/A,1.1,4.175,17.75,30.17,1.1507
7/28/2003,10.4435,310,0.043,0.0071,5.01,#N/A N/A,1.1,4.2802,18.36,30.11,1.1495
7/29/2003,10.5195,302.5,0.0886,0.005,4.95,#N/A N/A,1.1,4.4381,18.67,30.24,1.1442
7/30/2003,10.4772,331.5,0.0928,0.002,4.985,#N/A N/A,1.10063,4.307,18.85,30.68,1.1346
7/31/2003,10.6028,336,0.1475,0.0131,4.9,#N/A N/A,1.1,4.4055,19.49,30.54,1.1232
8/1/2003,10.5823,336,0.0708,0.0165,4.95,#N/A N/A,1.1125,4.3834,20.75,32.31,1.1277
8/4/2003,10.7185,362.5,0.15,0.0122,4.95,#N/A N/A,1.11,4.2833,21.27,31.84,1.136
8/5/2003,10.7548,380,0.0905,0.0177,5.1,#N/A N/A,1.11,4.3899,22.68,32.22,1.1388
8/6/2003,10.7095,380,0.096,0.0142,5.1725,#N/A N/A,1.11,4.2674,21.5,31.7,1.1334
8/7/2003,10.6773,372.5,0.0947,0.0065,5.045,#N/A N/A,1.11,4.2168,20.26,32.39,1.1374
8/8/2003,10.6585,362.5,0.0377,0.019,5.02,#N/A N/A,1.11,4.2694,19.59,32.18,1.1309
8/11/2003,10.7525,367.5,0.1263,0.005,5,#N/A N/A,1.11,4.353,19.75,32.01,1.1359
8/12/2003,10.7448,337.5,0.0771,0.0215,4.94,#N/A N/A,1.11,4.4256,17.94,31.92,1.1284
8/13/2003,10.7038,331,0.0732,0.0152,4.9575,#N/A N/A,1.11,4.5602,18.77,30.78,1.1321
8/14/2003,10.7185,317.5,0.0527,0.017,4.8,#N/A N/A,1.11,4.4887,18.47,31.09,1.1262
8/15/2003,10.7205,355,0.062,0.005,4.745,#N/A N/A,1.11,4.5285,18.27,31.05,1.1265
8/18/2003,10.7965,347.5,0.1245,0.0077,4.84,#N/A N/A,1.11,4.4572,18.18,30.89,1.1145
8/19/2003,10.8422,345,0.1142,0.0196,4.81,#N/A N/A,1.11,4.3609,17.86,30.7,1.114
8/20/2003,10.8263,337.5,0.0571,0.0136,5,#N/A N/A,1.11,4.4355,17.82,30.95,1.1119
8/21/2003,10.876,347,0.1062,0.009,4.91,#N/A N/A,1.11,4.4751,17.84,31.88,1.0923
8/22/2003,10.8405,335,0.0665,0.003,4.99,#N/A N/A,1.11,4.4732,18.55,31.84,1.0877
8/25/2003,10.8838,352.5,0.0798,0.0127,5.05,#N/A N/A,1.11,4.5249,19.53,31.56,1.0874
8/26/2003,10.956,365,0.0887,0.0121,5.03,#N/A N/A,1.11,4.4733,19.49,31.95,1.0857
8/27/2003,10.9265,355,0.0793,0.009,5.15,#N/A N/A,1.11,4.5349,19.13,31.21,1.0888
8/28/2003,11.0498,335,0.1655,0.0097,5.075,#N/A N/A,1.115,4.4141,18.48,31.5,1.0885
8/29/2003,11.0471,355.5,0.0665,0.02,5.25,#N/A N/A,1.11938,4.4636,18.63,31.57,1.0984
9/1/2003,11.0435,355,0.0326,0.0236,5.35,#N/A N/A,1.12,4.4577,18.63,31.57,1.0968
9/2/2003,10.9955,377.5,0.069,0.0151,5.355,#N/A N/A,1.12,4.5993,19.02,29.41,1.0809
9/3/2003,10.919,370,0.1243,0.0122,5.315,#N/A N/A,1.12,4.5933,19.44,29.49,1.0846
9/4/2003,10.8555,352.5,0.1009,0.0112,5.1,#N/A N/A,1.12,4.5034,18.71,28.98,1.0946
9/5/2003,10.8865,355,0.071,0.011,5.01,#N/A N/A,1.12,4.3474,18.17,28.88,1.1104
9/8/2003,11.053,365,0.188,0.012,5.05,#N/A N/A,1.12,4.4262,18.26,28.85,1.1066
9/9/2003,10.972,387.5,0.121,0.01,5.05,#N/A N/A,1.12,4.3552,18.85,29.18,1.1226
9/10/2003,10.9213,385,0.0754,0.0127,5.075,#N/A N/A,1.12,4.2711,20.01,29.35,1.1211
9/11/2003,11.0063,354,0.1142,0.0426,4.945,#N/A N/A,1.12,4.3141,19.25,28.82,1.121
9/12/2003,10.9795,357.5,0.0555,0.0052,4.89,#N/A N/A,1.12,4.2516,18.68,28.27,1.1291
9/15/2003,10.9575,377.5,0.042,0.015,4.95,#N/A N/A,1.12,4.2671,19.28,28.14,1.1284
9/16/2003,10.8793,375,0.1154,0.0125,4.95,#N/A N/A,1.12,4.2749,18.03,27.56,1.1177
9/17/2003,10.9115,360,0.08,0.011,4.94,#N/A N/A,1.12,4.1777,18.15,27.03,1.1284
9/18/2003,10.9172,345,0.0432,0.0096,4.865,#N/A N/A,1.12,4.1622,17.57,27.17,1.1255
9/19/2003,10.885,337.5,0.0638,0.0142,5,#N/A N/A,1.12,4.1602,17.54,27.03,1.137
9/22/2003,10.757,335,0.123,0.01,4.965,#N/A N/A,1.12,4.2164,19.65,26.96,1.1461
9/23/2003,10.8568,355,0.1245,0.0055,4.85,#N/A N/A,1.12,4.2047,19.47,27.13,1.1444
9/24/2003,10.7805,352.5,0.1125,0.005,5.05,#N/A N/A,1.12,4.1331,21.22,28.24,1.1496
9/25/2003,10.8738,325,0.1082,0.0102,4.99,#N/A N/A,1.12,4.081,22.26,28.29,1.1491
9/26/2003,11.0153,315,0.1718,0.0305,4.975,#N/A N/A,1.12,4.0005,22.23,28.16,1.1463
9/29/2003,10.9788,352.5,0.1217,0.0155,5,#N/A N/A,1.12,4.0751,21.67,28.4,1.1598
9/30/2003,10.986,355,0.089,0.018,5.03,#N/A N/A,1.12,3.9376,22.72,29.2,1.1656
10/1/2003,11.0275,342.5,0.1044,0.0102,5.1,#N/A N/A,1.12,3.9318,21.07,29.39,1.1718
10/2/2003,11.1645,382.5,0.204,0.005,5.15,#N/A N/A,1.12,3.9926,20.8,29.84,1.1696
10/3/2003,11.2405,405,0.1523,0.0412,5.365,#N/A N/A,1.12,4.1987,19.5,30.4,1.158
