date,mxn_usd_spot,mxn_fwd_1m,min_max_spread,bid_ask_spread,mxn_interbank_1m,mxn_sov_10y,usa_libor_1m,usa_sov_10y,vix,oil_prices,eur_usd_spot,amount,direction,type,sell_amount,FX level,FX log returns,Bid ask abs,Min max abs,Forward points first difference,Interbank rate vs Libor,VIX first diff,EURUSD log returns,Oil prices log returns,FX intervention in USD,fx_intervention_minprice,fx_intervention_nominprice,FX intervention dummy,FX intervention dummy lag,Intercept,FX log returns_fwd
1990-02-06,2.7181,,0.0,0.0,,,8.375,8.58,24.69,22.51,,,,,,2.7181,0.0,0.0,0.0,,,0.15000000000000213,,53.45224307977379,0.0,,,0,0.0,1,0.0
1990-02-07,2.7181,,0.0,0.0,,,8.3125,8.536,24.29,22.32,,,,,,2.7181,0.0,0.0,0.0,,,-0.40000000000000213,,-84.76517405530738,0.0,,,0,0.0,1,0.0
1990-02-08,2.7181,,0.0,0.0,,,8.3125,8.429,23.77,22.09,,,,,,2.7181,0.0,0.0,0.0,,,-0.5199999999999996,,-103.58120081084412,0.0,,,0,0.0,1,0.0
1990-02-09,2.7181,,0.0,0.0,,,8.3125,8.29,23.69,21.74,,,,,,2.7181,0.0,0.0,0.0,,,-0.0799999999999983,,-159.71135738962528,0.0,,,0,0.0,1,25.353213044095057
1990-02-12,2.725,,0.0069,0.0,,,8.25,8.385,24.38,22.03,,,,,,2.725,25.353213044095057,0.0,0.0069,,,0.6899999999999977,,132.51279121188537,0.0,,,0,0.0,1,0.0
1990-02-13,2.725,,0.0,0.0,,,8.3125,8.32,23.76,21.9,,,,,,2.725,0.0,0.0,0.0,,,-0.6199999999999974,,-59.18523991796728,0.0,,,0,0.0,1,0.0
1990-02-14,2.725,,0.0,0.0,,,8.3125,8.373,22.05,22.07,,,,,,2.725,0.0,0.0,0.0,,,-1.7100000000000009,,77.32583446189956,0.0,,,0,0.0,1,0.0
1990-02-15,2.725,,0.0,0.0,,,8.3125,8.413,19.71,22.84,,,,,,2.725,0.0,0.0,0.0,,,-2.34,,342.94164519164457,0.0,,,0,0.0,1,0.0
1990-02-16,2.725,,0.0,0.0,,,8.375,8.413,20.78,22.42,,,,,,2.725,0.0,0.0,0.0,,,1.0700000000000003,,-185.59967143795564,0.0,,,0,0.0,1,0.0
1990-02-19,2.725,,0.0,0.0,,,8.3125,8.478,20.78,22.42,,,,,,2.725,0.0,0.0,0.0,,,0.0,,0.0,0.0,,,0,0.0,1,21.99414376360581
1990-02-20,2.731,,0.006,0.0,,,8.3125,8.629,22.78,22.19,,,,,,2.731,21.99414376360581,0.0,0.006,,,2.0,,-103.11680699511355,0.0,,,0,0.0,1,0.0
1990-02-21,2.731,,0.0,0.0,,,8.3125,8.603,23.89,21.74,,,,,,2.731,0.0,0.0,0.0,,,1.1099999999999994,,-204.87855251439282,0.0,,,0,0.0,1,0.0
